32	54	0	10000	0	100	-424.38689318
32	54	0	10000	25	125	-500.369481501
32	54	0	10000	50	150	-484.539114763
32	54	0	10000	75	175	-421.472841263
32	54	0	10000	100	200	-208.266663615
32	54	0	10000	125	225	-140.691464883
32	54	0	10000	150	250	-70.3952711048
32	54	0	10000	175	275	-128.316970761
32	54	0	10000	200	300	-148.754686544
32	54	0	10000	225	325	-169.19118699
32	54	0	10000	250	350	-179.451048377
32	54	0	10000	275	375	-67.6668732705
32	54	0	10000	300	400	-53.501157634
32	54	0	10000	325	425	28.2898751034
32	54	0	10000	350	450	-25.7027384085
32	54	0	10000	375	475	-56.8540158933
32	54	0	10000	400	500	-44.9699509742
32	54	0	10000	425	525	44.3664452323
32	54	0	10000	450	550	13.936158698
32	54	0	10000	475	575	-3.2203016111
32	54	0	10000	500	600	-28.0300536782
32	54	0	10000	525	625	-4.03253144058
32	54	0	10000	550	650	13.4433898403
32	54	0	10000	575	675	-3.24766405271
32	54	0	10000	600	700	-28.1880052055
32	54	0	10000	625	725	-4.0273245489
32	54	0	10000	650	750	12.8009410032
32	54	0	10000	675	775	-3.25950632927
32	54	0	10000	700	800	-40.1965025439
32	54	0	10000	725	825	-29.2512580297
32	54	0	10000	750	850	-25.9299627746
32	54	0	10000	775	875	-4.6571287929
32	54	0	10000	800	900	-76.358293803
32	54	0	10000	825	925	-91.9858039697
32	54	0	10000	850	950	-176.583797114
32	54	0	10000	875	975	-431.022679723
32	54	0	10000	900	1000	-468.935847829
32	54	0	10000	925	1025	-463.359128876
32	54	0	10000	950	1050	-437.936255542
32	54	0	10000	975	1075	-375.3866346
32	54	0	10000	1000	1100	-350.349139619
32	54	0	10000	1025	1125	-326.555480218
32	54	0	10000	1050	1150	-281.635120206
32	54	0	10000	1075	1175	-103.099267782
32	54	0	10000	1100	1200	-46.1161084014
32	54	0	10000	1125	1225	-63.8465398595
32	54	0	10000	1150	1250	-69.1893048742
32	54	0	10000	1175	1275	-225.946944515
32	54	0	10000	1200	1300	-246.876813051
32	54	0	10000	1225	1325	-222.876658248
32	54	0	10000	1250	1350	-195.470529669
32	54	0	10000	1275	1375	-184.926082654
32	54	0	10000	1300	1400	-191.538359787
32	54	0	10000	1325	1425	-174.723832788
32	54	0	10000	1350	1450	-226.579820311
32	54	0	10000	1375	1475	-66.2176088105
32	54	0	10000	1400	1500	-24.7036565932
32	54	0	10000	1425	1525	-5.33283301082
32	54	0	10000	1450	1550	-150.11907957
32	54	0	10000	1475	1575	-232.110325402
32	54	0	10000	1500	1600	-410.957597078
32	54	0	10000	1525	1625	-407.49270687
32	54	0	10000	1550	1650	-258.624921966
32	54	0	10000	1575	1675	-295.425711018
32	54	0	10000	1600	1700	-142.30806354
32	54	0	10000	1625	1725	-142.909710127
32	54	0	10000	1650	1750	-76.8313765861
32	54	0	10000	1675	1775	-33.8387882253
32	54	0	10000	1700	1800	-77.5197569957
32	54	0	10000	1725	1825	-104.393426221
32	54	0	10000	1750	1850	-99.475666241
32	54	0	10000	1775	1875	-97.0939893868
32	54	0	10000	1800	1900	-46.2440414505
32	54	0	10000	1825	1925	-44.9547854398
32	54	0	10000	1850	1950	-43.4252028478
32	54	0	10000	1875	1975	-45.943431857
32	54	0	10000	1900	2000	-27.7809383435
32	54	0	10000	1925	2025	-116.353457214
32	54	0	10000	1950	2050	-192.980907745
32	54	0	10000	1975	2075	-261.4142652
32	54	0	10000	2000	2100	-258.418065213
32	54	0	10000	2025	2125	-282.275410703
32	54	0	10000	2050	2150	-300.012308009
32	54	0	10000	2075	2175	-236.399000857
32	54	0	10000	2100	2200	-236.942392642
32	54	0	10000	2125	2225	-133.691438714
32	54	0	10000	2150	2250	-61.6695739566
32	54	0	10000	2175	2275	-66.1790393146
32	54	0	10000	2200	2300	-66.9839451
32	54	0	10000	2225	2325	-62.5176916968
32	54	0	10000	2250	2350	-25.269487081
32	54	0	10000	2275	2375	-32.5315043547
32	54	0	10000	2300	2400	-288.2106969
32	54	0	10000	2325	2425	-387.034698939
32	54	0	10000	2350	2450	-384.687191319
32	54	0	10000	2375	2475	-387.892451954
32	54	0	10000	2400	2500	-128.104233099
32	54	0	10000	2425	2525	-70.1551216748
32	54	0	10000	2450	2550	-56.1050054998
32	54	0	10000	2475	2575	-59.8456036646
32	54	0	10000	2500	2600	-240.648564554
32	54	0	10000	2525	2625	-395.956921544
32	54	0	10000	2550	2650	-404.847579051
32	54	0	10000	2575	2675	-540.33703835
32	54	0	10000	2600	2700	-502.37251971
32	54	0	10000	2625	2725	-362.518180931
32	54	0	10000	2650	2750	-334.759013967
32	54	0	10000	2675	2775	-223.76831319
32	54	0	10000	2700	2800	-117.59418439
32	54	0	10000	2725	2825	-161.181561056
32	54	0	10000	2750	2850	-177.332303079
32	54	0	10000	2775	2875	-147.37083404
32	54	0	10000	2800	2900	-115.686724913
32	54	0	10000	2825	2925	-22.4669171822
32	54	0	10000	2850	2950	-22.6923451623
32	54	0	10000	2875	2975	-164.753708143
32	54	0	10000	2900	3000	-254.018771876
32	54	0	10000	2925	3025	-256.855175716
32	54	0	10000	2950	3050	-258.675040499
32	54	0	10000	2975	3075	-145.288684415
32	54	0	10000	3000	3100	-48.6820645834
32	54	0	10000	3025	3125	-66.8966482128
32	54	0	10000	3050	3150	-362.302613983
32	54	0	10000	3075	3175	-362.601021313
32	54	0	10000	3100	3200	-408.586763682
32	54	0	10000	3125	3225	-379.718111429
32	54	0	10000	3150	3250	-82.7801087858
32	54	0	10000	3175	3275	-33.0717322387
32	54	0	10000	3200	3300	-131.506905184
32	54	0	10000	3225	3325	-135.35314897
32	54	0	10000	3250	3350	-134.87133047
32	54	0	10000	3275	3375	-182.746432755
32	54	0	10000	3300	3400	-112.518668204
32	54	0	10000	3325	3425	-131.563197709
32	54	0	10000	3350	3450	-235.442148787
32	54	0	10000	3375	3475	-201.94657563
32	54	0	10000	3400	3500	-174.220199787
32	54	0	10000	3425	3525	-158.470943651
32	54	0	10000	3450	3550	-53.3498699558
32	54	0	10000	3475	3575	-26.8889335063
32	54	0	10000	3500	3600	-53.4352658615
32	54	0	10000	3525	3625	-111.456009289
32	54	0	10000	3550	3650	-289.247028931
32	54	0	10000	3575	3675	-632.35927642
32	54	0	10000	3600	3700	-747.320946777
32	54	0	10000	3625	3725	-690.148603471
32	54	0	10000	3650	3750	-512.77501116
32	54	0	10000	3675	3775	-167.652495659
32	54	0	10000	3700	3800	-49.1705757024
32	54	0	10000	3725	3825	-45.0982056514
32	54	0	10000	3750	3850	-103.744372258
32	54	0	10000	3775	3875	-394.205061697
32	54	0	10000	3800	3900	-487.116837729
32	54	0	10000	3825	3925	-491.195509835
32	54	0	10000	3850	3950	-427.826480165
32	54	0	10000	3875	3975	-140.511319309
32	54	0	10000	3900	4000	-37.2372944179
32	54	0	10000	3925	4025	-40.1593486389
32	54	0	10000	3950	4050	-39.5596867678
32	54	0	10000	3975	4075	-54.4943487888
32	54	0	10000	4000	4100	-85.8929345837
32	54	0	10000	4025	4125	-147.064132441
32	54	0	10000	4050	4150	-244.39458483
32	54	0	10000	4075	4175	-295.191812601
32	54	0	10000	4100	4200	-250.458724166
32	54	0	10000	4125	4225	-212.73626328
32	54	0	10000	4150	4250	-135.290746004
32	54	0	10000	4175	4275	-84.2419712058
32	54	0	10000	4200	4300	-85.0376546173
32	54	0	10000	4225	4325	-65.1302589755
32	54	0	10000	4250	4350	-31.3396526055
32	54	0	10000	4275	4375	-123.75235015
32	54	0	10000	4300	4400	-415.769828778
32	54	0	10000	4325	4425	-409.598396652
32	54	0	10000	4350	4450	-408.827522343
32	54	0	10000	4375	4475	-296.068775863
32	54	0	10000	4400	4500	-182.593440936
32	54	0	10000	4425	4525	-270.801762121
32	54	0	10000	4450	4550	-269.646050937
32	54	0	10000	4475	4575	-273.82737921
32	54	0	10000	4500	4600	-124.941129309
32	54	0	10000	4525	4625	-85.8465252031
32	54	0	10000	4550	4650	-68.5024093561
32	54	0	10000	4575	4675	-69.2897987315
32	54	0	10000	4600	4700	-113.289703328
32	54	0	10000	4625	4725	-77.867276122
32	54	0	10000	4650	4750	-67.9907088359
32	54	0	10000	4675	4775	-65.7898545968
32	54	0	10000	4700	4800	-44.3659335516
32	54	0	10000	4725	4825	-48.1251292959
32	54	0	10000	4750	4850	-55.0098545671
32	54	0	10000	4775	4875	-67.0377415583
32	54	0	10000	4800	4900	-42.1017520919
32	54	0	10000	4825	4925	-60.4194905057
32	54	0	10000	4850	4950	-76.3774620653
32	54	0	10000	4875	4975	-331.564158703
32	54	0	10000	4900	5000	-324.768554332
32	54	0	10000	4925	5025	-306.055360444
32	54	0	10000	4950	5050	-442.089869055
32	54	0	10000	4975	5075	-175.935578024
32	54	0	10000	5000	5100	-180.226226407
32	54	0	10000	5025	5125	-184.496418918
32	54	0	10000	5050	5150	-29.203243187
32	54	0	10000	5075	5175	-69.2305567457
32	54	0	10000	5100	5200	-293.706278539
32	54	0	10000	5125	5225	-297.116895604
32	54	0	10000	5150	5250	-299.768875136
32	54	0	10000	5175	5275	-262.631480012
32	54	0	10000	5200	5300	-46.35519406
32	54	0	10000	5225	5325	-47.1161408173
32	54	0	10000	5250	5350	-46.7279093869
32	54	0	10000	5275	5375	-90.0692154635
32	54	0	10000	5300	5400	-79.7825399884
32	54	0	10000	5325	5425	-77.9536833138
32	54	0	10000	5350	5450	-117.667520306
32	54	0	10000	5375	5475	-173.581522983
32	54	0	10000	5400	5500	-176.09627357
32	54	0	10000	5425	5525	-176.281853861
32	54	0	10000	5450	5550	-130.465602008
32	54	0	10000	5475	5575	-28.9588204
32	54	0	10000	5500	5600	-28.177834476
32	54	0	10000	5525	5625	-36.4166128864
32	54	0	10000	5550	5650	-103.169470155
32	54	0	10000	5575	5675	-117.199025348
32	54	0	10000	5600	5700	-118.102535347
32	54	0	10000	5625	5725	-125.086645095
32	54	0	10000	5650	5750	-56.1282328855
32	54	0	10000	5675	5775	-42.119003661
32	54	0	10000	5700	5800	-40.6605686631
32	54	0	10000	5725	5825	-26.3902805207
32	54	0	10000	5750	5850	-26.4347851284
32	54	0	10000	5775	5875	-30.762625858
32	54	0	10000	5800	5900	-31.5008216204
32	54	0	10000	5825	5925	-28.7570613241
32	54	0	10000	5850	5950	-28.9184724611
32	54	0	10000	5875	5975	-26.9920129594
32	54	0	10000	5900	6000	-101.623944525
32	54	0	10000	5925	6025	-259.946983975
32	54	0	10000	5950	6050	-395.903838909
32	54	0	10000	5975	6075	-366.51199838
32	54	0	10000	6000	6100	-298.645879037
32	54	0	10000	6025	6125	-113.93320521
32	54	0	10000	6050	6150	-13.036405588
32	54	0	10000	6075	6175	-14.2626926995
32	54	0	10000	6100	6200	-25.0287712266
32	54	0	10000	6125	6225	-25.0154748697
32	54	0	10000	6150	6250	-128.922715527
32	54	0	10000	6175	6275	-147.032876327
32	54	0	10000	6200	6300	-150.056540573
32	54	0	10000	6225	6325	-147.981891298
32	54	0	10000	6250	6350	-43.5409902356
32	54	0	10000	6275	6375	-275.888587431
32	54	0	10000	6300	6400	-433.300233456
32	54	0	10000	6325	6425	-473.444481721
32	54	0	10000	6350	6450	-493.046003375
32	54	0	10000	6375	6475	-262.26604403
32	54	0	10000	6400	6500	-104.98046923
32	54	0	10000	6425	6525	-70.7488262401
32	54	0	10000	6450	6550	-64.8392503779
32	54	0	10000	6475	6575	-280.401361536
32	54	0	10000	6500	6600	-281.77672312
32	54	0	10000	6525	6625	-289.258804939
32	54	0	10000	6550	6650	-266.898268671
32	54	0	10000	6575	6675	-21.5561492589
32	54	0	10000	6600	6700	-20.2370137958
32	54	0	10000	6625	6725	-61.5172687933
32	54	0	10000	6650	6750	-69.5388324542
32	54	0	10000	6675	6775	-65.6791910321
32	54	0	10000	6700	6800	-85.9525971658
32	54	0	10000	6725	6825	-51.0112318423
32	54	0	10000	6750	6850	-55.8843673945
32	54	0	10000	6775	6875	-56.4516455108
32	54	0	10000	6800	6900	-267.939162593
32	54	0	10000	6825	6925	-269.469430308
32	54	0	10000	6850	6950	-259.088122284
32	54	0	10000	6875	6975	-274.941816873
32	54	0	10000	6900	7000	-51.8159774926
32	54	0	10000	6925	7025	-176.252737992
32	54	0	10000	6950	7050	-379.993319213
32	54	0	10000	6975	7075	-486.100821514
32	54	0	10000	7000	7100	-482.44273529
32	54	0	10000	7025	7125	-518.538801041
